name,plat,kd,winpct,wins,kills,killsPerGame,gulagLast100,hsLast100,kdLast100,gameIDs
d0ncic,xbl,1.2345679012345678,3.3333333333333335,5,500,3.3333333333333335,0.6190476190476191,0.1888412017167382,1.1534653465346534,127364889490544550;6320684864520723223;10336769209139697838;11553383691310398563;10639944482321005032;16952784561827669390;5940635495009779806;9191611721816903714;8174357095298009362;4297692532478902824;9109310530742576182;3095587684338810851;5928652307615380155;510083680768113335;18209501893687776478;9706077291280646291;496151201336242922;18401663402572236013;6998497314677699469;8889172338763076628
NICKMERCS#11526,battle,4.373024830699774,14.764834292518355,744,46494,9.226830720381027,0.8275862068965517,0.2083758937691522,4.429864253393665,17837158414789481963;12566442349070955611;2833798590947409959;14012205163134899980;12381084731257483397;12242909467309152889;3163001384096832890;9462433197346153609;4206445747739727803;4055497328745329598;7424598420395154931;3157773034488996014;9325930296749670065;17571596703333236318;13847451000754441634;6290248032182760272;14494908301915388963;3635414424231328675;12559112734947964600;12239135901668205579
AYDAN#11691,battle,4.982684908080376,12.710219922380336,786,69927,11.307729624838293,0.8809523809523809,0.17102803738317757,4.734513274336283,1992934777753343208;7495523342168615093;7346908077219755734;14913574503464080223;12267673466271063091;4767846549173489441;16771976617567196826;3522591735828605744;13544077930978789060;17811593475679158061;17433536209417875603;16055044108246918232;9701844050170408548;8804410158428576250;495274975253314665;717772140991873865;8891168620536841998;14427035474426235759;15920252154862503772;8399347456507283451
TEEPEE#1840,battle,5.094418984242576,27.63671875,1981,81149,11.321010044642858,0.8791208791208791,0.21923743500866552,5.342592592592593,7281667249466132419;11172228004734822107;17832191617521808011;12769547749111060990;8837184191300194954;9529598517374039348;5887581421459251163;11979968058252054887;16937026966806217475;5490689190730690581;8032690777957349659;7684067221151045500;239538600187649674;12431584641505165841;9464453423904582587;1016272771388293223;536912255772245830;13509942470234863829;13245272677859931420;2464656769041920206
TOMMEY#21329,battle,5.056241032998566,20.023944926668662,1338,88105,13.185423525890451,0.825,0.2677165354330709,4.861244019138756,7505873604023675579;4894258733829837567;2245606072114808275;3802295116254202487;15850657610849673550;17025542823122549096;2423707278316706549;18091240091743193402;17820876142417546144;1591702522760457777;2114477316768953695;9177176240572873087;9225791684302454853;5704859274705971552;4323930675151691707;16187087109722107458;11522059352262646238;4708243195496512523;2619163287846176230;13240729497739523121
RATED#21620,battle,4.814450525070256,11.745930418129587,736,65101,10.389562719438239,0.8809523809523809,0.19029850746268656,4.764444444444444,1992934777753343208;7495523342168615093;7346908077219755734;14913574503464080223;12267673466271063091;13741981069124785388;10220310837350381314;15954269105740368772;4333925955769817798;1910143375283998232;583979043872755224;17271357133872594599;7612823560259235544;3791512464254320742;16658620356010320789;3203169535163962848;18325767328013714788;10051277217046985340;11410199582234987688;1213880198692681284
