id,avg_lobby_lifetime_kd
15379849324100702267,1.0850375067965001
13602511679897282652,1.147214187381712
6161366157749200230,1.0650387919948412
5821957974244316095,1.1162526689343264
15541493233622371097,1.1679259962358044
10477889845426140337,1.1352697682283928
8936633467203525154,1.0196811234682417
9039382627712486147,1.0430558044264633
5707820838522780220,1.1073098145927478
16041085603117397204,0.9896810638198733
15726742590647422908,1.0455692743583935
7202711324031630834,1.0720128563825984
1712731801127611321,1.0682065354785142
7139395090640664486,1.1507613293489038
10772272478005347878,1.0415222621215632
14358524148526003636,1.0959208579156507
13042349090713838158,1.1282202884536754
13575166071860903809,1.1018715688754113
3291291582366642759,0.9971816952154954
9597312781213556745,0.9991385379301972
14878085396765937696,1.3039354740743798
1701836115558776728,0.997403926631175
1627337562509050035,1.0716249718483846
4377647666439105672,1.2052180555049725
8044652375808097945,1.0954972486626637
520542501451218501,1.2843990350260197
3031784285852473912,1.1096802307943812
8126168454516276957,1.1225382864934252
8461106423348762396,1.111999144322727
12464874578333199694,1.245377327909122
12200531735856426596,1.165330272403432
14105060212817934649,1.2460553818418287
5940759885131954873,1.0982561320937316
4441369826708049379,1.106070734032141
9969127806639141918,1.0535813028180296
3386796025330648390,1.1446390131613196
836516689879162657,1.1169431418681408
621389183843158311,1.2278403148211192
9068434155765243838,1.0885858883814545
14029666227401200626,1.186880704376852
6835319059128639979,1.0028424871027901
5852607734186467856,1.0001531334905556
17727078208130705732,0.9220472390421272
11653765987144497209,1.105794430087487
14461824238738395726,0.9028880052769526
15467683826997191606,0.9794487092983132
17039794216659467349,1.023222708790168
5718997107965973176,0.9800289235906762
7349559005484723203,1.0697485910462587
6972825705209677879,1.0792159145905167
18365855223292930565,0.9850258505970412
10318677513570485145,0.9440464550999185
859963439143812847,0.8782054890365635
6862867111277044501,1.0125799762869268
7071713812232082432,0.9151526893140325
964016641020832115,0.9666869013241263
15586410142740811591,1.0141918071199474
6835368291073756518,0.9336705410126129
14721878026715877886,0.9797721936513546
16931313442142588845,1.155927490296857
18084291577324199788,0.7871046994528097
3148706464704152090,0.9748982203354999
6264868946962207630,0.755814410631539
10710783257258857109,0.8760640680188818
13940571385189249862,0.9644883401212663
14755559484670001122,0.855600340907837
9709161990511028754,0.9326543923651429
16207825595535950439,0.9836327272961412
10463341879755335572,1.0048946898798718
8734982587286900192,0.8659012890948631
12974841491568304759,0.9294225541825168
15312251500162560591,0.7763827234578733
8556194501606463411,0.9920266019856082
10110473490840792790,0.9189357598620497
399346061961547094,0.8876375355039506
9227754565667262903,1.1011628611529138
14737191969617736008,0.7757374747291081
2166922879615422770,1.0897760084371066
3222919159469921852,1.060337713571386
8276697350919602391,1.0511924613790617
10078380315365906838,1.1214082282382054
12689329397087643782,1.2370722227102744
3033524325903914536,1.1961510806423905
13466566902843678888,1.1603254459185168
16309880783216093520,1.3185829585308435
7425713632034184525,1.1877696474718937
575789235789835378,1.2807774524092967
702652836448220945,1.105417902902632
8192289315920764398,1.2228687239066465
5216488590930282548,1.1044298939989585
9460336060858403714,1.1117337055063414
4242052397072427502,1.1737320929914696
3851567088617146934,1.0907657132972874
7658521007264306744,1.303458703753216
11620881750143260984,1.0498016394068026
34338883180189466,0.9990823760937783
15728395253218060887,1.0552309133916022
15604974937656689148,1.1290360043259584
3929109264564397677,1.0722546723082822
18130346322841787201,0.9687788729862694
12699478818059654095,1.1219784966512847
11042892424854072961,1.1965013746704107
6850911315160296992,1.1601425530155176
16247878489357275783,1.310660182388327
14176331273291725371,1.235267787397189
5963881764624661774,1.2012024028047814
7921390374636288473,1.2148012916977813
12737929232534976024,1.2326431458802396
16855551091449449841,1.2744484055306988
5887991229585891731,1.1696590102107687
7773637961448303646,1.2910627223145716
4062256193744309338,1.253174497923315
5542269949479791350,0.9631248282259565
3805458699572353138,1.1873216322161853
6398002345640859694,1.2031502460616625
