gameid,avg_kd,sum_likelihood
16484249261641040082,1.013446883607147,40,0.5097048902743593
15715615569651193425,0.8831270275768448,38,0.03805288262690287
2691157914823097540,1.0236644381527435,36,0.5609335371699794
4827076953547691713,1.1436617298168161,39,0.9408773383647288
9164053645765577701,1.2183169206288351,134,0.9919466921819418
15277677545372184991,1.2159256200103818,145,0.9912960123237199
7525117333774994517,1.2262575491609224,148,0.991122767304652
6076222697918555339,1.0288091271870408,144,0.6369305289890177
9084493105183519366,0.9799086250167837,144,0.19361514851794603
10998602507975114915,1.091315707648942,145,0.956846423100731
8416442486034167688,1.0728301885404614,146,0.9122035433291662
2018031440006952046,1.2777629108015727,145,0.9913049475451484
4179960019054233618,0.9586855502125357,130,0.08928051270966707
17921131888783798949,0.9458389872756514,144,0.039098444611203764
14396697553178816219,0.8287495692075524,141,2.3119261742517066e-07
14753560078616637955,0.9459120263913352,131,0.04699914865649073
13656737907724589075,0.9757544996539972,147,0.16299598923636394
18007808248540943243,0.9192847900423282,152,0.005369613813003634
12572397235824449711,1.1464354593732495,149,0.9897947749135866
6973442982088182711,0.8096135377863952,138,1.4076372048601089e-08
15177276642007788241,1.1415196273280679,146,0.9893074412382299
14233940847122059994,1.018197142777525,147,0.5368499263504701
14265444271013168933,1.0738002449822872,146,0.9152806478170943
16602369839409792158,1.0296315903534312,146,0.6449662629578885
8937323504309142566,1.3060866413381114,145,0.9913049903099855
1635336036011634670,0.9304346872898582,141,0.015674777819803826
13542334818921883596,1.2066825200661004,137,0.9917525978927697
11267732264136754013,0.8757721884502938,146,9.380522507428886e-05
13577043260035452245,0.9628263147297239,97,0.1430056906850595
5997477934929445317,1.0057014123409689,146,0.4143195312733705
6088129356487336716,0.7463137812260093,150,2.8308474334887246e-15
3480162034353439692,1.1005209246830499,150,0.9709822345153489
3287462810166929906,1.200309179611645,149,0.9910419178477019
12855426111039170634,0.6866334395439055,139,1.8448928039212963e-21
16021417260119027471,1.0439662938029233,148,0.7628274059223422
6376039451831057458,0.9932408357858481,148,0.29660835395104185
6872053393852856091,0.9549211555694879,139,0.06781579067508098
6358930177954047337,1.2534513598601178,144,0.9913642728487453
10168735525277513456,1.189447510421151,141,0.991457771555114
8687045068106722858,1.2061077192587437,149,0.9910508093827701
12922258863570062933,1.295632876691601,147,0.9911855854010118
7625588369603656978,1.2303953080953731,146,0.9912427261934529
3338390215610137414,1.2603706004512831,144,0.9913644630323063
9107026164903605242,1.1285120204731485,137,0.9862701158291763
14791954318932983045,1.2229872195913658,148,0.991121766381054
8877981475032105228,1.1407747470248681,144,0.9892143464092193
12518485708774234217,1.0776547174979567,39,0.7957360247189696
12997682964768061247,0.9105325378208662,39,0.08199247966717113
1031614374727749052,1.3639546542109584,147,0.9911855927932265
10163857356576834957,1.2423352444805018,145,0.9913039823281722
11405779126237963032,1.232751066876638,146,0.9912431789066765
15791467427853945998,1.0226498459204048,143,0.5791945192335818
13502500623697218080,1.0731897465184543,147,0.9139380278601994
18427685390334391098,1.2359506236045104,148,0.9911245109038345
7295772297741372951,1.251607735966481,144,0.9913641980284207
9911511747279175733,1.2964689942327574,148,0.991125891596043
3640545437481555555,1.0745195501984286,150,0.9199667298554133
16782865657469988293,1.1112922203597286,145,0.9791101986791534
1191448222384736089,1.2158686678711164,149,0.9910592771413738
16570214740097969894,1.1260898466680531,147,0.986246914621477
2893553170280945917,1.2235495997622903,147,0.991181371045675
4898284214795191106,0.9990184076506011,145,0.35106451258072763
10367948527393770057,1.0287342893701055,144,0.6358716028100841
423843779860300387,1.0126450024038254,144,0.4833560604151621
6461544950498351880,1.1060621656425202,39,0.8759212989917783
4724942851924485448,1.2495093545804066,147,0.9911851269074122
8434068935304104448,1.162828857568261,150,0.9906127050556758
1105212212283805525,1.1895121305316902,142,0.9914024296758928
18077791017801771166,1.0880759150113763,40,0.8314552455902536
16517383409110151832,0.9540253736960179,38,0.22215503025777456
580975005822100732,1.203002562347558,146,0.9912218667772817
8001336987711312274,1.0311799120147822,38,0.6003868358778407
11451973178736104723,0.7549075442425066,130,1.1950972792294981e-12
7243424819835139480,0.9902531867301572,146,0.27258096061604187
3055268185169774994,0.8871373890058186,145,0.0003407014278189115
5495065480760822706,0.7286199181915343,139,3.2875356634210544e-16
9112801341760829766,0.7608327266026054,136,1.4147800056420048e-12
7042852276728784949,0.849384822310559,139,5.439733214447411e-06
6818282482142171526,0.9654513925101461,145,0.10647625718428684
15219882501679109998,0.8088996251700815,147,4.343463153083623e-09
437690257787225723,1.3017521207200085,148,0.9911258939834865
17111118206958818162,0.8464500325000808,133,5.747416941566966e-06
4860301405452541173,0.9318162463867485,144,0.016143158886988848
17922761148580174945,0.9240122384585492,141,0.009932199543317281
5021285302482653602,0.8325044783722907,39,0.005072706905898219
16482666803508032688,0.9428462447735978,40,0.1723989785530371
14377236778095598772,0.7661516330275879,40,0.00011245296186027872
13355392709560226266,1.0360930041380165,150,0.7024277570816548
15752861726390021021,0.8464411899652815,146,2.1351377105272347e-06
12422744229893927917,0.9743013776135709,78,0.23275114334463984
4887180817598039390,0.9541825725097629,141,0.0638545390663059
17228857659295439911,1.0987446012409186,145,0.9674949756838624
9989999779131988210,1.0368882317149513,146,0.7067377165802313
9437517033427140199,0.9717059545904471,143,0.14139068218777437
3347963118218252921,0.845986570609248,151,1.3697070334732784e-06
9753815222677647671,0.9050730949804192,36,0.07830452488984012
212100551801171249,1.0164658115164575,146,0.5207444270351385
6201586843808070398,1.0496975831308828,150,0.8031085614726208
2657928857357188775,1.1999686065238682,142,0.9914469701105595
5486659744819767783,0.9724442190984932,145,0.14426990532510828
9392860495970064355,1.3365671572775104,145,0.9913049936178098
2605621509607676481,0.8927131068053018,141,0.0007085273007669354
15893593630626424979,1.113534466836276,146,0.9807242709584931
16608964844041585713,0.91387634283282,139,0.004866303730662012
16565622459068930897,0.830630536562067,146,1.960306789326139e-07
5618802768798524501,0.7648484081519041,132,6.842501065293938e-12
3564920894240735823,0.9373578496584252,143,0.023695325439670817
5164988557464936257,0.8813187873191427,140,0.00023369844431429451
12317073112126802227,1.384398860980921,152,0.9908871531942005
16120135315732558855,0.8711361717298987,144,6.0969732611516216e-05
4325837039373340852,0.6271476835643133,141,5.483807457268748e-31
17323162603301547972,0.7318950911427244,138,9.488840933798673e-16
42079640106331492,1.0956684748125862,150,0.9651353648444247
12082895623424777652,1.0248421620969335,144,0.6002561554027065
3738058446781493767,0.8569839924933365,146,9.193982115832168e-06
13411982346151274957,0.8889868333558417,138,0.0005547289347156656
237306655242172587,0.9045834839523437,140,0.0021806729163708948
11023151902758599992,1.169991451761531,149,0.9908208912496189
10352107611914090487,1.286075650725143,149,0.9910661917022255
5580071726137250081,1.088155224683856,145,0.9511610780274403
6955796064616978159,1.1667559785058985,146,0.9908950435771431
18337226368522111954,1.0188558587492222,151,0.544254827105429
17396030202991564209,1.1635118193988867,150,0.9906314441591655
14864772935969755733,1.4166310546472072,151,0.9909468339268599
3923325620131948338,1.0232137620019102,142,0.584769973501413
3912006673375515455,1.1491727294026102,149,0.9900089825371887
14777568416995714361,1.0806717921655138,146,0.9351205848447234
7936403872812610223,1.0653960489886038,147,0.8842680851902902
12757265497106696575,1.0573308345429528,140,0.8404159657073814
16951339578711254104,0.9020890982486156,146,0.0014344887193985967
13761143411517821290,1.2137457833423024,147,0.9911762545530193
10171799033193309219,0.6988544085008569,141,4.4168458079512985e-20
2984355123655053986,1.1671015981417092,147,0.9908559892137341
10905282834578317402,1.0231844278258122,143,0.584781335219403
17983745926350705556,0.9376840804956365,143,0.024237816553545007
13142289688052462602,0.9674950189079743,149,0.11338429396435744
15386870852507450238,0.8437921450066815,145,1.5859252420957435e-06
10651424402382099780,1.101636612766126,144,0.9705418545965552
17785687508892745611,1.1900884371179585,147,0.9911253540406393
17269231099535397725,1.1988200193172938,144,0.9913283543548754
7350117547333194420,1.299911801045566,149,0.9910662022169245
418340247684078091,0.8087936277939354,136,1.5369681421618864e-08
3124861516640164878,1.1350862680831517,149,0.9883828893518051
11709742924545271068,1.1415900699442119,149,0.9893055405323202
7603798175582925425,0.9494189329980695,147,0.04623405191321689
9426937875796040503,1.1430888796816465,145,0.9894954301134522
13807448636708362451,1.1901356428265666,142,0.9914066498308175
11663851550123821844,0.865376496843932,38,0.02066808987493514
10345172276362969051,0.8850593445994652,39,0.03826337439731472
1063177327212187126,1.0745822117152306,40,0.787441918970684
11248029954965604071,1.065825544202559,36,0.7465571888266883
14522786765240661391,0.8458947321877265,150,1.4477171020319799e-06
797471470854086559,0.9109505201089169,149,0.0028932716497011277
6775929178873568325,1.2908185376743293,137,0.9917827081113639
1755387915653050401,1.0643302684960927,145,0.8784685202855449
17476083229023941346,0.6778200239712667,133,8.81152029765898e-22
3036624220896626765,0.7142781641453346,135,1.92969987266895e-17
14760793576335044340,0.726707325661817,86,7.781482778635466e-11
13512859029035959338,1.1484169024270794,148,0.9899681809406858
11019917612883025921,1.0884305998196555,144,0.9511683349791817
13942354301038914099,0.86260653670167,144,2.1336790687019135e-05
8482062491615112550,0.8951411419200809,36,0.05974323859034542
13164448033584728852,1.1626405841267065,37,0.9570524853242496
15243413229574514965,0.885280644570812,139,0.00036671728235515967
11391019025664882001,1.1735725951572256,148,0.990928070685347
2534149696209258402,0.9179067639568311,142,0.0061731124897262185
15600702330029267795,0.9192409665199804,65,0.04908459640774944
6681029881789940308,1.1941731511826417,140,0.9915394630954575
2505967551991677570,1.297362131080668,146,0.991245284493326
3808211107134443737,1.2248440054611325,142,0.9914787463426202
13682567160992475427,1.0530030083557351,136,0.8131816752423917
2973209644820122182,0.8337601226629038,143,4.196220468318796e-07
3613466675783546201,0.8799246019719614,136,0.000242658833335523
9868523981162088989,0.9296402284037729,148,0.01292301009708047
14615322414173023195,0.8122543197601294,142,1.3913727968978663e-08
17100405350569323907,0.9304736728489875,139,0.016222021243973886
4250675188529073936,0.6751789909633543,133,3.9602301823036776e-22
5197421624560294260,1.012881577282132,40,0.5074719787901619
17390783811929065109,0.9617944124881282,37,0.25862967258666036
6808117380793198065,1.0168301338397931,144,0.5236980617116785
13012759591159261766,1.0113127401504982,148,0.4688961233513911
6069041418194803355,1.2316262682808425,146,0.991242985766897
17734903794052135236,1.1818043475688145,143,0.9912887791090228
17771267522850492762,1.3084014975369553,149,0.9910662044238334
2367945913290402726,1.009519089137574,39,0.49097968214197013
2329350788014692535,1.0290663371716786,148,0.6404410158791322
1933273015271931348,0.7942978045149888,138,9.168512624180274e-10
12196388756864498107,1.136302559750087,146,0.9885385778328099
2669849163660759036,1.1887357415188824,148,0.9910623410013012
6340805723102475646,1.248231618506105,145,0.9913043792255343
30883265360018907,1.2007835680665555,150,0.9909842714978464
13589782317615846411,0.9554638553394291,40,0.22247827554868033
1760170203402731967,1.0662206531899698,40,0.7562416022187793
5556976233505655941,1.2101666141472132,39,0.9856179703940758
1465226874672823163,1.0135723273420412,40,0.5097048902743593
12402866338116929908,1.0539755338243457,74,0.7588710094200773
5748609258180328252,0.9491187790579374,89,0.09555772112213923
2959279831015538268,1.2257183565394625,145,0.9913009505852861
11034816145524686,1.0354488286927643,144,0.6939960349620417
5228946933172531551,1.2092723936110041,148,0.9911132615294506
1032000931062199299,0.9976198220888557,144,0.33932826248392467
16623861089254811718,0.8538302517899117,37,0.014474426189169996
18021693004738998606,1.2089643845163822,148,0.9911129060240833
18091428557000313847,1.3428713713656262,143,0.9914244090659227
4392798779634190477,1.0894028099219886,141,0.951877887671379
10048074469738625833,1.0384070087281738,139,0.7152852687194229
14760606331658259130,0.9896368617595921,142,0.2704982276795331
10057642065745823596,0.8038511932745367,148,1.5199058524863636e-09
14085760192842308802,0.9198898064593153,142,0.0071511025988164716
15258068673355832085,1.2439590505361084,142,0.9914829969869984
17863573700157432034,1.126143561840814,37,0.9112243327359711
8258573442713984845,0.913645674838491,97,0.015492850020601879
10075396450332297788,1.1960471004516995,150,0.9909743352558066
15626258957521031115,0.8662720485798472,137,5.111320834783684e-05
15926509350279694920,0.8487891368194367,147,2.7633332707369717e-06
16021639149429089659,0.6378952386896851,137,2.1861935014459e-28
1967360818826140623,0.955755993632738,150,0.06310904483558265
1609529184537288740,0.6871513687737021,141,1.1786701616110294e-21
8266964048202211544,0.7457994751641832,128,2.4433538872890005e-13
7199748148140514434,0.8510882450940152,142,5.4930971232898325e-06
5192071781435867631,0.8950207775289487,36,0.05974323859034542
15001236317590262121,0.9237564559479278,143,0.009361060514317782
12073424224366620296,0.9567690508985603,149,0.06736967481774886
15149862751977949278,1.239052993240337,148,0.9911248336767084
9985475651719515740,1.2209749922671174,149,0.9910616752209019
7096539110386467941,0.9255085557096483,140,0.011304159776999554
15211214169704735134,0.935130829032411,146,0.019444971649341582
12235750692115714496,0.6890759092354235,138,5.556571143893812e-21
3091553170138875662,1.2977530449852055,146,0.9912452847167873
3541517637242444758,0.8758156202764348,142,0.00011514284468463855
18034802856531917881,1.0239885946502265,147,0.5925071958173088
6704408998937388306,0.888536982933143,149,0.000333126656539319
17699910643584438129,0.8974414662949729,145,0.0009565522099502849
5386891408260269733,1.1042220853834919,151,0.9748709304692352
15073611165037898991,0.8975008834354703,142,0.0010711735678592448
6897361586665874863,1.0335419136292865,77,0.6406939716301918
14581974068903622931,0.8474815753885836,147,2.306061129303778e-06
11774798131124000125,1.193379144446233,150,0.9909666508773094
8991861395375047229,1.1165504489530338,144,0.9821433981759322
2111770633479196335,1.0681682466939328,146,0.8953100895679351
4817907163097206914,0.9051133921320239,142,0.0021456235574683798
11069804044909099235,1.0649987076149807,147,0.8827823579321977
5877922441525563408,0.7255792824779603,136,3.0594689821095043e-16
3634085933651909522,0.7230832618184803,140,5.861086263097821e-17
3429368511642734742,0.9627731088075508,138,0.09985377299710904
8933340267574745598,1.056932552916483,145,0.8423020981881237
14794805076641561993,1.0127941066006558,145,0.4848871922568574
590085063076493240,0.8001222376544976,141,1.8063999532170771e-09
1866163091086860049,1.2634831449719317,150,0.9910064134957378
9957008885469820207,1.0380643585985758,148,0.7171805625308694
13591515049685297025,1.264317365800091,140,0.9916033168257932
10455073542402299343,1.1941883639966617,141,0.9914829908892372
3937630129783615394,1.133755938743961,145,0.9880541397902181
2454005334524616399,1.25719610007242,149,0.991066005605835
4929045603054291471,0.8912063850041722,147,0.00048004307153888895
17193240625156955812,1.1234693766597583,137,0.9844723258016665
6259738126371384770,1.0233837670096508,148,0.587037908211727
5971970980058990584,1.3135956345670357,147,0.9911855914479096
636928286129465467,1.2589880502608355,152,0.9908870223245905
5212733855211432466,1.2991333068702984,146,0.9912452855425797
12083076011415582476,1.0095912102596085,147,0.45246490885086665
13621396684290408679,1.2586494455072372,145,0.9913047438061182
650222771531403928,1.1333874116007334,151,0.9881276494200016
7716826329247693543,1.0330619644145087,146,0.6745749818935592
16460434209413300822,1.1368242999809155,151,0.9886807550251328
7971653334791166426,1.244607997487095,145,0.9913041562769916
17204017942006505983,0.9749945401194225,146,0.1589442448761968
12478055164647939588,0.9845562784626484,143,0.22841246914667546
2382146077766615243,1.2587371555507945,150,0.9910063589712538
13950911916235874723,0.9644110169530742,145,0.10146500595289053
12770630079134448928,0.7688816576851917,138,5.7081558504019845e-12
11665305457113114923,1.0478656872254606,144,0.7868590423996654
10554997855860630537,0.6937917081910816,121,4.535383436771412e-18
1331097130427061203,1.0320615327868399,143,0.6642529468307414
14802757568401425025,1.2045203886669416,150,0.9909900423430833
17933085361842861280,1.2223936856142514,150,0.9910027465927629
13242551097537372079,1.0057776859814764,151,0.41398672077238957
9380190334786286666,0.8915994989516094,145,0.0005380600914762655
2246350319326831958,1.1668527478676574,143,0.9910309170293348
8364952269982508622,0.9251142559108375,145,0.009877517476963103
17630333802872814149,1.2209089456732891,148,0.9911209947610726
2958942817151845888,1.1755699306625496,143,0.9912108590997541
9238195576560974277,1.0869545694654275,147,0.9497958009388456
6045545634968304267,1.2130881151821813,147,0.9911757160570263
4086771835051322893,1.1901851496329305,148,0.991069215698311
17547102913101806818,1.109110398521689,149,0.9783660236182795
1092278355098902899,0.9085406841090884,149,0.0023217266516298404
13924484605800270431,0.9589102740463249,148,0.07574492317586501
4783378101696085043,0.786940845252017,141,1.4580521436405168e-10
4358757557121106886,0.772440410911131,142,6.163762679772145e-12
16390916412084236,0.8103462474218734,149,4.5121141062131696e-09
17977989480701742043,0.6874101519270751,137,4.573821326638105e-21
4277804167452182012,0.9950423577741857,146,0.31439783391858583
17245609045468606405,0.9253337995058949,150,0.00901400445233003
15681683678717133453,0.9967105667510248,147,0.32901898102979543
698549322022527069,0.8961338987592387,145,0.0008449323028767647
3407412381643241162,0.9036719785058391,148,0.0015554194837122599
7998060739012401279,1.18683136944672,145,0.9912194800438348
6779564126173590130,0.8384510018982129,90,7.567866723016144e-05
5027420768056242943,0.9084016858923829,144,0.002674129366186179
6191336700430108820,1.2464160073456665,149,0.9910656895411905
11284426952169842286,1.1442539260685682,148,0.9896013747016833
3286961444106619996,0.8827640597927822,132,0.00039115890906105973
658707104107498980,0.9208801438104254,140,0.00808557166936683
9113497011287666985,0.7914050349683394,140,3.9750439279432213e-10
9715156392842389368,0.9061652053681475,146,0.0020755455012440014
9074068801291673537,0.7087110605929537,139,1.404232458709443e-18
13302138491753157467,0.8876314021265239,146,0.0003461658593340219
8351711884486632732,1.1821008864667233,147,0.9910755774050259
45771606937629437,0.8947529281482117,143,0.0007973703358827328
16432682806433425572,0.6709964151909509,144,1.9654918038093994e-24
3967759231434063402,0.8122923980996177,130,5.4969114915927613e-08
16062540541214121569,0.6145003281718207,128,2.3431879130607863e-30
10595718082806265688,0.6602200054236202,135,1.3994310788639108e-24
7684533655726838447,0.8062801917839427,140,6.2627974621806294e-09
13539954944388531679,0.7986375623603258,144,9.401478714810927e-10
11535622494387619961,1.1885927477218599,147,0.9911180469084863
5838644924024989875,0.9674731407739868,140,0.12094813104324038
11372573194825020121,0.8718996790470437,143,7.021926179995597e-05
12766835863052678176,0.7261679256612446,80,3.102489281327549e-10
8195235301779183913,0.7204650064397874,145,8.000335041336916e-18
13251670214240883846,0.972307541634554,131,0.15598599367025096
2455244976736689418,0.9099472946551073,137,0.003765971206147865
8622212092480010113,0.7002124261003821,138,1.569472910350153e-19
5580349238764405901,0.9600547281513152,131,0.09411959864150135
1445597544457900371,1.1079504772344522,145,0.9767054760858126
14602891856378679364,0.8838764353778097,134,0.0004005646551293566
10664743880447764873,0.7580232477799036,139,4.2948259850001857e-13
15279023003598704738,0.8990978464781992,143,0.0011967761289630907
3195479822209473301,0.8889119565895752,146,0.00039555129076798045
13421637349751441039,0.9252696250334963,146,0.009798814242493459
10158829154528528229,0.7865720513398246,143,1.002554863601642e-10
17082208021285994637,0.8692535900204719,123,0.00015826475071467646
4121555792268931289,1.009726893978446,39,0.49097968214197013
17951584725425783665,0.9658207214283191,146,0.10748679428106589
6289011970209792690,1.1735382499161189,147,0.9909788622341128
15323249042684796960,1.2197114895385748,143,0.9914168508424891
14443548616292934565,1.0303974132088778,139,0.6485057424305487
11048914317606228585,0.9132112814068888,144,0.004018137186798191
6554738979951578051,1.0109229770300223,148,0.4654766778199854
15253177608500647982,0.6753012889807064,133,4.1226012110199597e-22
12345541645477647646,1.241305515102729,146,0.9912442693232789
15647462276235361225,1.1167188042038636,149,0.9828103820393067
1722452124111861349,0.6607394859773679,141,1.7037761509074376e-25
18411015157237088702,1.027813420218584,145,0.6282846826143377
12572143976668853295,1.0742166457819753,147,0.9173194865019306
3353078507169873517,0.857183865151155,146,9.337074643698468e-06
10285268966330532974,0.828291055017827,38,0.004574132944731315
1038433839007619034,0.7993765355216131,39,0.000981077914449105
9235328402385328415,0.9939782607425743,146,0.30500919386412145
427753466877518611,0.9897289125137535,135,0.276377837483838
11101560498116369971,0.9401627419717598,145,0.02734602928966415
14761784281311026225,0.7491576543140708,136,9.928493092795261e-14
14739528176076864679,1.2276434429869403,145,0.9913015272641089
10821868221190706324,1.2097163934343242,149,0.9910547427887283
5832724529852795470,1.1087041753917601,141,0.9764829568049079
5963589819602785629,0.8940789386287963,147,0.0006427939901904028
10957622212186750017,1.0238736561089237,39,0.5628037818401247
3645193402767881092,1.0705841924275794,39,0.771327363784266
1439669846692329739,1.0498117574913088,39,0.6872291611713702
6660139391259556247,0.9153403828389854,38,0.09590167690536602
4230290594896369149,1.0377206222753106,37,0.6291927111802701
6528089914858522397,0.8326371616878235,40,0.004607745399023533
2006332571147548878,1.1101664292997935,34,0.8713120838385889
17439126278490307235,1.1482583189684479,39,0.9464945285132459
12493833730683093947,0.7201729401393759,141,2.0325445180146867e-17
9397974185973137646,0.7869937660136833,140,1.6963281721333865e-10
7482711994857255683,0.7281823353372632,38,1.2537108145189886e-05
4418887444081208652,0.7144729594996334,35,9.9444970077513e-06
424920611420892687,1.0051755856683637,141,0.41117095786301894
13165923145612270540,1.076370141370563,144,0.9219335154328779
15947225812774820541,1.1360909791151466,151,0.9885789597768101
2752806887052673566,1.1099843773822775,150,0.979146242137665
6211687029595365686,0.9015715221783737,143,0.0015060766372185792
5855348183932732938,0.9110672054700781,76,0.025145884651011398
16267548311795116249,0.9532131068023152,145,0.05839241060663963
2101706553397310256,1.0897295325092762,150,0.9561304494190429
3210046680183536624,1.1223288885235811,150,0.9852147200785315
16719775331745830761,1.279177068045252,147,0.9911855592744754
17831285525300319933,1.1737727388403831,143,0.9911819562881654
12927815393071432065,1.2061291705782302,144,0.9913440514388577
18194850298854781130,1.0982095208552873,145,0.9669162260094878
8907260920955287000,0.9164472525284407,147,0.004826911473840049
143767181043247791,0.863382762255673,140,3.0249322832608947e-05
17318842073114695936,0.9296903608192882,139,0.015441908371721222
17711322768405895381,1.3282492750922437,149,0.9910662059195408
4435744950481047031,1.197126867690321,144,0.9913234622924663
297242219056955980,0.9851818285355329,143,0.2330194009774734
4291944418801729210,0.7449374192519298,88,9.137409033943883e-10
14199504645437185035,1.042269454602576,87,0.7045401312202093
3285411629273038997,1.203598698044852,145,0.9912812156582528
7206361524414084959,1.1928586865943422,150,0.9909652085339845
3811083317226099054,0.6319924680688817,131,3.8381451903759347e-28
326085547135495874,0.8748406011881215,138,0.00012689293470347028
3159211317823483263,0.8482918884850361,143,3.4559641387382694e-06
14826288180545867268,1.1713851600947263,149,0.9908442309258064
16710343413412077146,0.8955184361072049,37,0.058189227974138155
12504969069932704628,0.6998481751707731,37,1.7945676731309245e-06
4345393640593670603,1.045286332280199,145,0.7701978618813358
4717652095515082634,0.8538494829309897,138,1.0438826239127311e-05
12351091991211984576,1.1036238375064888,142,0.9720621669095446
9519439756968381954,0.938172081814611,142,0.02542011042603069
12732286586010872001,0.772513132970964,94,1.8137091513331088e-08
8446341708743377556,1.1402413619490428,152,0.9891373613053165
9296930943504589051,0.9364844983832191,138,0.024528118172213165
9698148365869365453,0.9284640518015834,137,0.01482752156883015
17992860256707260727,1.028413314558419,145,0.6335927691728859
14470866812670283840,0.7240865400083186,130,8.981651202853512e-16
2688666132049052967,1.1736885389341647,147,0.9909805948768213
13082648722166127193,0.8251020969619108,141,1.309439545038188e-07
563619277308635238,0.9328225890369435,146,0.01675748653963377
7298216735688820857,0.8216083787858521,131,2.0698676875468368e-07
11054652039962114811,0.7779489403865433,144,1.4718719213195378e-11
18002359428959665774,0.9139933763495707,147,0.003953965696103611
4597271939659362009,0.818623550064708,142,4.1713980260907124e-08
13923831849269977229,1.1820728733336658,148,0.991020580944494
2215132644861048112,0.8425980522198031,143,1.5448206905149142e-06
14761212651146903816,0.8955142520240992,140,0.0009563250701534001
14488910271181557986,0.7247260206030459,134,4.0174616871457237e-16
18441784598291121448,1.2258038718370001,144,0.9913604075928842
932309811116156087,1.3394593469347147,147,0.9911855926908638
11356515209921423928,1.2041603865761903,140,0.9915730750219505
1536899067256318832,1.0139868926356175,141,0.49621557178503767
12827159220818756841,0.5472193302157321,66,5.2300160229737543e-23
9234644049445366379,0.9023150083460956,144,0.0015694778373094105
11178728805170486174,1.0350998911832499,148,0.6926265431870988
12443439914921571827,0.8426477192077314,147,1.1389966954410515e-06
10325806405078285132,0.8763262148585145,39,0.02859169399206442
7994336240373983368,0.8074701859031914,39,0.0014876883636635821
8191558894697117268,1.0232896347293443,40,0.5605067868043011
13441034796742224318,0.9202842333433358,40,0.10200380882616276
9986770526275614508,1.050175859759554,144,0.8022051075052713
18128749531042159459,0.9656316363479633,141,0.11043755264153679
10680761016786887337,1.0854364523801088,142,0.944122326305474
18389912778792461148,1.040807331483234,150,0.7396857905483086
4922539046154881623,0.7417490411669935,149,1.0554007111417756e-15
8863002368350124193,1.0910781502416673,148,0.9575356461163165
17248706349611244441,0.9437448923517392,144,0.03451031422675005
12903820180479869999,0.7440380731357081,137,2.421323997466956e-14
5087309311162884382,0.7799502692673616,146,1.622593262254027e-11
12485867743983107810,0.7655232763502913,34,0.00033209267507721367
17775619869597369934,0.631647576272324,119,8.423198747599822e-26
642213553394173832,0.7543859065492168,141,1.2650660364641443e-13
13064279524883616195,0.8436929398843455,139,2.4857701466140264e-06
15513358918684221747,0.7654235912594739,139,2.21310218310971e-12
3082866183480132420,1.1044941961060686,146,0.9739148386483854
13790548814505952012,0.7731368703072633,37,0.00030393100252996096
433097885144215755,1.2162649799741316,147,0.9911779235978222
9925162967155306709,1.0880088260025882,145,0.9509360748610437
9461923291495541378,1.1557318668226972,150,0.9903539670348871
8704658624114411501,0.9239803557077176,142,0.009684529682896289
6826057516220056282,0.9539527538077601,40,0.21539961817034456
9270941583746198806,0.8791975787024924,37,0.03512568432807166
8872234802544278316,1.2570055105171882,147,0.9911853511190652
8393361953837975817,1.008835134100728,145,0.44574092767159795
13503186713079454892,1.0287661533179315,145,0.6367626844187324
12646168561018099319,1.2056912529506467,146,0.9912263137935576
1808765422425872206,1.0093346600145479,148,0.44953263840559393
15877898767027704282,1.165537814711907,148,0.9907721057858381
12389089106780174610,1.2358473945181119,140,0.9916010055470409
17312300664034934682,1.1781352332373165,137,0.9915482723075508
17033923053972380065,1.2280085816761448,148,0.9911231877943897
14566871973686629384,1.2608885291008347,147,0.9911854201563259
9030435609589597641,1.1767185416652697,139,0.991427385112287
7629370596925471056,1.0203345858398936,40,0.5451794230103651
14650027124975118806,1.221483211905511,136,0.991831911425561
14022273278529392833,1.2807254293288521,147,0.9911855638694274
9157216849914882801,1.012405519728745,143,0.4806530887469491
16723981280725013993,1.2880939600484205,140,0.9916035282411889
12298947160582938630,1.0455095352515067,37,0.6646482167811348
13960147496501238602,1.1689028401453276,142,0.9911268498572896
10305577416474275330,0.9198509357301584,148,0.006152988451282209
14723132996163385635,1.1662353034941186,144,0.9909691778269138
9639426656501105178,0.9110122736904129,146,0.003144299601378178
3573427509843789319,0.9038773552234397,135,0.0024052182603405544
59991665350743391,0.656810253853389,137,2.0582073611695157e-25
3904638738883106749,1.1411591396895695,38,0.9355478999152148
18273121502965841589,1.2076531942994355,144,0.991346382989098
14669869092604320520,1.268201580303014,147,0.9911855024884442
2143251372354705650,1.3243911407026148,144,0.9913646989979926
6969287948641306516,0.871233658057731,144,6.0969732611516216e-05
17932232165327816163,1.2044448884630627,146,0.9912242999507612
3842414194743688794,1.0518193682122152,146,0.8134124672408574
18421404837928159070,1.3359986834476467,144,0.9913646994765386
8206717973815372687,1.2077918428706105,147,0.9911704565437147
15260425394518210130,0.8739993846379738,143,8.869061085351421e-05
10208189809175693024,0.9441598307605388,36,0.19079311217816577
15973369185863144284,0.9017185916006037,38,0.06613560295258387
1091711124886046575,0.934749541510302,144,0.01967004916446958
13622021631985903377,0.8188534243079757,144,3.499934656449599e-08
16439352369435558603,0.7353461915351281,37,2.608921714883339e-05
4884538330334219986,1.2044433124145457,131,0.992090414566785
5165895663630345228,1.1552444274193234,145,0.9904963368922044
